keyword,tag,grade,include,빈도,purity,woe,단독성공률,delta,delta_cond,delta_pos,판정,suggested,예시제품,raw성공률,wilson,발표등급
냉장고를부탁해,neutral,,Y,0,0.0,-12.471084236935726,,,,,,,,,,
냉장면,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
너겟,neutral,,Y,5,0.0,-14.080519080576888,,,,,,,,0.0,-0.0,
너구리,neutral,,Y,3,0.666671882072929,1.8577556735124792,,,,,,,,0.667,0.208,
너비아니,neutral,T2,Y,3,0.4166660731037281,1.3877545621599967,0.0,-0.0585,-0.0226,,가짜(강등),강등검토(Δ≤0),너비아니앤왕교자한상(실패) / 한가위너비아니김밥(실패) / 한가위너비아니삼각(실패),0.0,0.0,강등
널담,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
넘버원,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
네모,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
네슬레,neutral,,Y,9,0.2222218844625861,-0.0881511875500412,,,,,,,,0.222,0.063,
노가리,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
노래,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
노래방,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
노르웨이,neutral,,Y,4,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
노스탤지어,neutral,,Y,0,,0.0,,,,,,,,,,
노주노교,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
노트,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
노포,neutral,,Y,0,0.4482609874981936,0.9569722179940586,,,,,,,,,,
녹두,neutral,,Y,0,0.0,-12.471084236935726,,,,,,,,,,
녹십자,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
녹음,killer,T2,Y,19,0.3881592602518146,0.4489916631980004,0.526,0.0758,,,killer_확실,유지,KBO)기아타이거즈호랑이초코롤85g(성공) / PB)바밤바알밤초콜릿16g(성공) / MDS)젤리블리제로납작복숭아60g(성공),0.526,0.317,강증거
녹진함,killer,T2,Y,7,0.7142885582788073,2.0809007837213214,0.714,0.0222,,,killer_확실,유지,베이스볼크림초코(실패) / 제스트)도쿄브레드까망베르치즈빵(성공) / 안유성)크림카레우동330g(성공),0.714,0.359,강증거
논알콜,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
놀라움,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
농구,neutral,,Y,0,,0.0,,,,,,,,,,
농심,매개,T2,Y,26,0.1153843996043533,-0.8722699645983588,0.115,0.0255,,1.0,매개,,농심)신라면툼바봉지(실패) / 농심)신라면툼바큰사발(실패) / 농심)메론킥60g(성공),0.115,0.04,
뇨끼,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
누가,neutral,,Y,4,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
누네띠네,neutral,T1,Y,4,0.749993063509671,2.263220582120743,0.75,-0.0186,,,가짜(강등),강등검토(Δ≤0),삼립)누네띠네딥초코120g(성공) / 누네띠네딥초코(실패) / PB)티처스누네띠네딥초코55g(성공),0.75,0.301,강등
누드,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
누들,neutral,,Y,13,0.4615317285060882,1.0104607021182277,,,,,,,,0.462,0.232,
누룩,neutral,,Y,2,0.0215051743505693,-1.5762278187219525,,,,,,,,0.0,0.0,
누룽지,neutral,,Y,20,0.1000018604100443,-1.0326124615021317,,,,,,,,0.1,0.028,
눈물,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
뉴룽지,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
뉴스,neutral,,Y,0,,0.0,,,,,,,,,,
뉴욕,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
뉴질랜드,neutral,,Y,7,0.1428603380918502,0.0659994009439379,,,,,,,,0.286,0.082,
뉴케어,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
뉴트로,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
느린마을,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
늘어남,neutral,,Y,2,0.4999928474426269,1.1646090914519966,,,,,,,,0.5,0.095,
능화,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
닌자,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
다국적,neutral,,Y,0,,0.0,,,,,,,,,,
다래,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
다리,neutral,,Y,26,0.0,-15.729177086503014,,,,,,,,0.0,0.0,
다시마,neutral,,Y,2,0.2500003278255462,0.4714638288865332,,,,,,,,0.5,0.095,
다양성,neutral,,Y,1,0.1833299477585606,0.5667746467079294,,,,,,,,0.0,0.0,
다이닝,neutral,,Y,6,0.0,-14.550522422122803,,,,,,,,0.0,0.0,
다이스,neutral,,Y,3,0.6666707992553711,1.8577556735124792,,,,,,,,0.667,0.208,
다이어트,mine,T1,Y,106,0.1067790055963524,-0.8502912411302455,0.123,-0.0789,,,진짜 악재(Δ<0),,엠즈)39저당커스터드크림롤105g(성공) / 연세)블루베리요거트300ml(성공) / 써라클)베노프단백질바(트러플피넛)50g(성공),0.123,0.073,
다이제,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
다채로움,neutral,,Y,0,0.0,-12.471084236935726,,,,,,,,,,
다쿠아즈,neutral,,Y,2,0.5000125169754028,1.1646090914519966,,,,,,,,0.5,0.095,
다크,neutral,,Y,24,0.0833345015221739,-1.2332831182168154,,,,,,,,0.083,0.023,
닥터유,neutral,,Y,4,0.2500001266598739,0.0659993601106803,,,,,,,,0.25,0.046,
닥터캡슐,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
닥터페퍼,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
단감,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
단단,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
단맛,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
단무지,neutral,,Y,3,0.3333416084450962,0.4714638288865332,,,,,,,,0.333,0.061,
단백질,neutral,,Y,86,0.2554208824029309,0.1886017543138374,,,,,,,,0.279,0.195,
단짠,neutral,,Y,4,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
단팥,neutral,,Y,26,0.3076929925725908,0.3536814507429272,,,,,,,,0.308,0.165,
단호박,neutral,,Y,5,0.2000000387430202,-0.2216823926747915,,,,,,,,0.2,0.036,
달,neutral,,Y,2,0.5000190138816833,1.1646090914519966,,,,,,,,0.5,0.095,
달고나,neutral,,Y,4,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
달래,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
달밤,neutral,,Y,2,0.4999844878907349,1.1646090914519966,,,,,,,,0.5,0.095,
달콤,neutral,,Y,1296,0.2740262776543999,0.2209968938866165,,,,,,,,0.355,0.329,
닭,neutral,,Y,236,0.1892571331099364,-0.0998472764750368,,,,,,,,0.212,0.165,
닭가슴살,매개,T2,Y,55,0.2786615555597656,-0.1491119345233555,0.345,0.007,,0.83,매개,,롯데)베스트콤보샌드(실패) / 롯데)치폴레치킨김밥(실패) / 삼립)제로닭닭가슴살볼마늘간장120g(성공),0.345,0.234,
닭갈비,neutral,,Y,9,0.4444549994333088,0.9414677111813954,,,,,,,,0.444,0.189,
닭강정,neutral,,Y,13,0.2307736076986728,-0.0393610584805862,,,,,,,,0.231,0.082,
닭고기,neutral,,Y,3,0.3333354691665014,0.4714638288865332,,,,,,,,0.333,0.061,
닭구이,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
닭껍질,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
닭꼬치,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
닭다리,neutral,,Y,26,0.0769250329870735,-1.3202944806761443,,,,,,,,0.077,0.021,
닭목살,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
닭발,neutral,,Y,6,0.1666686236858368,-0.4448257521891666,,,,,,,,0.167,0.03,
담금주,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
담백,neutral,,Y,153,0.3175403168053416,0.0947784060107999,,,,,,,,0.386,0.312,
담솔,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
답례품,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
당,neutral,,Y,57,0.2012703803143257,0.4153395018037513,,,,,,,,0.281,0.181,
당근,neutral,,Y,7,0.1689182583846669,0.3581358439584083,,,,,,,,0.0,0.0,
당면,neutral,,Y,12,0.2638911685077914,0.3173137955581697,,,,,,,,0.417,0.193,
당충전,매개,T1,Y,11,0.2727278220382849,0.1837823969336647,0.273,0.0797,,1.0,매개,,롯데)가나초코바자이언츠기획(4입)(성공) / 티처스)당충전딥초코와플90g(성공) / 서주)허쉬초코콘150ml(성공),0.273,0.097,
대게,killer,T2,Y,5,0.6000099539755291,1.5700753195552797,0.6,0.0846,,,killer_확실,유지,APP예약)울진대게딱지장김밥(실패) / 그린)울진대게딱지장김밥(성공) / 그린)더커진울진대게딱지장삼각(성공),0.6,0.231,보통증거
대만,neutral,,Y,7,0.1428595462015338,-0.6271471811165447,,,,,,,,0.143,0.026,
대식가,neutral,,Y,0,0.2221999375358228,-0.0881511875500412,,,,,,,,,,
대용량,neutral,,Y,22,0.0909122933042158,-1.1379729558488507,,,,,,,,0.091,0.025,
대전,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
대중성,neutral,,Y,0,0.4166573452136995,0.8281393909574895,,,,,,,,,,
대창,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
대추,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
대파,매개,T2,Y,15,0.0666663194696134,-1.4744446761705818,0.067,0.0098,,0.83,매개,,롯데)치폴레대파닭파스타(실패) / 키다리)진실의미간대파육개장큰컵(실패) / 롯데)치폴레대파닭구이웜볼(실패),0.067,0.012,
대패,neutral,,Y,5,0.0,-14.080519080576888,,,,,,,,0.0,-0.0,
대학생,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
더블,neutral,,Y,20,0.3500079026444863,0.5455723979622381,,,,,,,,0.35,0.181,
더비,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
더위,neutral,,Y,9,0.162700937410451,-0.2216825711745511,,,,,,,,0.111,0.02,
더위사냥,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
더위해소,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
더킹,neutral,T2,Y,6,0.6666714151701753,1.8577572922570955,0.667,-0.0545,,,가짜(강등),강등검토(Δ≤0),칠성)핫식스더킹메가제로500ml(성공) / 칠성)핫식스더킹아이스피치제로355ml(성공) / 칠성)핫식스더킹펀치355ml(실패),0.667,0.3,강등
덮밥,neutral,,Y,40,0.3258095906116974,0.3173138487724392,,,,,,,,0.2,0.105,
데니쉬,neutral,,Y,6,0.1666663090388086,-0.4448257521891666,,,,,,,,0.167,0.03,
데리야끼,매개,T2,Y,15,0.3333372175693512,0.4714644056854554,0.333,0.0126,,1.0,매개,,CJ)더건강한저당닭가슴살데리야끼맛120g(실패) / T1데리야끼치킨김밥(성공) / 그린)고소치킨마요덮밥(성공),0.333,0.152,
데미그라스,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
데이지,neutral,T2,Y,7,0.5714317049299434,1.4522928234812424,0.571,-0.0199,,,가짜(강등),강등검토(Δ≤0),데이지에일(성공) / 피마원데이지하이볼(성공) / 데이지맥주(성공),0.571,0.25,강등
데이트,neutral,,Y,3,0.0,-14.868976022468663,,,,,,,,0.0,0.0,
데일리,neutral,,Y,23,0.0434789327175796,-1.9264297002772977,,,,,,,,0.043,0.008,
데친,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
데킬라,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
덴마크,neutral,,Y,5,0.0,-14.080519080576888,,,,,,,,0.0,-0.0,
델라페,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
델리,neutral,,Y,8,0.3750074570996882,0.6537857384795798,,,,,,,,0.375,0.137,
델리스,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
델몬트,neutral,,Y,5,0.0,-14.080519080576888,,,,,,,,0.0,-0.0,
도가니,neutral,,Y,3,0.0,-14.080519080576888,,,,,,,,0.0,0.0,
도깨비,neutral,,Y,0,,0.0,,,,,,,,,,
도넛,neutral,,Y,33,0.1737393959253199,0.2403528159131354,,,,,,,,0.121,0.048,
도도함,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
도라야끼,neutral,,Y,4,0.2500008270144216,0.0659993601106803,,,,,,,,0.25,0.046,
도래창,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
도리토스,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
도시락,neutral,,Y,166,0.2490046082723506,0.2163260244540713,,,,,,,,0.241,0.182,
도우,neutral,,Y,0,,0.0,,,,,,,,,,
도지마,neutral,,Y,0,0.0,-12.471084236935726,,,,,,,,,,
도쿄,neutral,,Y,3,1.0,14.734304819056469,,,,,,,,1.0,0.438,
도쿠리잔,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
도쿠시마,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
도토리,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
독도,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
독립,neutral,,Y,0,0.0,-12.471084236935726,,,,,,,,,,
독일,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
독주,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
독창성,neutral,,Y,0,1.0,13.635693328387722,,,,,,,,,,
독특함,neutral,,Y,1,0.1999997280538072,0.6946079811496415,,,,,,,,0.0,0.0,
돈,neutral,,Y,4,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
돈까스,neutral,T1,Y,26,0.5064034766445686,0.6537860330393734,0.385,-0.0685,-0.0389,,가짜(강등),강등검토(Δ≤0),APP예약)디지게매운돈까스김밥(눈물맛)(성공) / APP예약)디지게매운등심돈까스(성공) / 그린)디지게매운돈까스삼각(양념맛)(성공),0.385,0.224,강등
돈코츠,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
돌,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
돌산,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
돌체,neutral,,Y,4,0.2500069998203665,0.0659993601106803,,,,,,,,0.25,0.046,
동결건조,neutral,,Y,4,0.1249990444630526,0.0659993601106803,,,,,,,,0.25,0.046,
동경규동,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
동그랑땡,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
동물,neutral,,Y,1,0.5357113838461569,-0.7071901430332945,,,,,,,,1.0,0.207,
동전,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
동치미,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
동파육,neutral,,Y,2,0.0,-14.416991097998244,,,,,,,,0.0,0.0,
돼지,killer,T2,Y,87,0.3937480772660493,0.17784773821559,0.23,0.0405,,,killer_확실,유지,PB)장충동쫄깃한족발265g(성공) / PB)장충동고기순대300g(성공) / APP예약)디지게매운돈까스김밥(눈물맛)(성공),0.23,0.154,모델신호
된장,neutral,,Y,7,0.0,-14.416991097998244,,,,,,,,0.0,0.0,
두께감,neutral,,Y,7,0.2857198566198349,0.2483208298713158,,,,,,,,0.286,0.082,
두리안,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
두바이,neutral,,Y,7,0.4285675819431606,0.876929097993955,,,,,,,,0.429,0.158,
두부,neutral,,Y,15,0.4000014871358723,-1.0866798698585476,,,,,,,,0.2,0.07,
두유,neutral,,Y,8,0.1250001462176409,-0.7812977696105239,,,,,,,,0.125,0.022,
두쫀쿠,neutral,,Y,1,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
드라마,neutral,,Y,0,0.0,-12.471084236935726,,,,,,,,,,
드래곤,neutral,,Y,4,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
드럼,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
드럼스틱,killer,T2,Y,5,0.599996826052713,1.5700753195552797,0.6,0.0585,,,killer_확실,유지,나무)드럼스틱모양젤리(바나나&블루베리)50g(성공) / 투데이)스위즐스드럼스틱오리지널라즈베리&밀크100g(성공) / 투데이)스위즐스드럼스틱사우어체리&애플 100g(성공),0.6,0.231,보통증거
드레싱,neutral,,Y,6,0.3333395918208482,0.471464189385691,,,,,,,,0.333,0.097,
드립백,neutral,,Y,0,0.0,-13.164229499501188,,,,,,,,,,
드링크,매개,T2,Y,22,0.3444078136235475,0.3844531218806357,0.227,0.0064,,0.83,매개,,가나디망고드링크(성공) / 가나디자몽드링크(성공) / 링티)씨너지에너지드링크250ml(실패),0.227,0.101,
든든,killer,T2,Y,28,0.4917596756333265,0.5053660490852351,0.321,-0.0092,,,killer_불명확(노이즈),유지,한도초과)숯불향가득불고기김밥(성공) / APP예약)기사식당 바싹불고기(성공) / APP예약)버터치킨카레덮밥(성공),0.321,0.179,보류
들기름,neutral,,Y,11,0.1818217675795056,-0.339465494053229,,,,,,,,0.182,0.051,
들깨,neutral,,Y,4,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
등산,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
등심,neutral,,Y,6,0.3333416183790805,0.471464189385691,,,,,,,,0.333,0.097,
디아블로,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
디저트,neutral,,Y,716,0.2068411551052302,-0.0049737315571636,,,,,,,,0.261,0.23,
디카페인,mine,T1,Y,7,0.1428619974427669,-0.0881511875500412,0.286,-0.0463,,,진짜 악재(Δ<0),,PB)테디베어디카페인아메리카노250ml(성공) / 빙그레)엔초바(디카페인커피)85ml(성공) / 동서)디카페인미니120입(실패),0.286,0.082,
디캔딩,neutral,,Y,4,0.2500016689300537,0.0659993601106803,,,,,,,,0.25,0.046,
디핑,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
딤섬,neutral,,Y,0,0.0,-12.471084236935726,,,,,,,,,,
딥앤로우,neutral,,Y,4,0.5000001490116119,1.1646104109470157,,,,,,,,0.5,0.15,
따뜻,neutral,,Y,12,0.2970059182390762,0.3661040048275864,,,,,,,,0.25,0.089,
딱지장,neutral,,Y,3,0.6666734218597412,1.8577556735124792,,,,,,,,0.667,0.208,
딸기,neutral,,Y,218,0.3223263861157501,0.4856090530675192,,,,,,,,0.385,0.323,
땅콩,mine,T1,Y,43,0.0813955741847799,-0.5003959658192403,0.163,-0.0127,,,진짜 악재(Δ<0),,KBO)463카라멜땅콩베이스샌드160g(성공) / 써라클)베노프단백질바(트러플피넛)50g(성공) / 롯데)이너프바나나&피넛큐브케이크60g(성공),0.163,0.081,
땅콩버터,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
땡초,killer,T1,Y,6,0.8333346520861187,2.774046046286785,0.833,0.0339,,,killer_확실,유지,고래사)땡초핫접사각(성공) / 오뚜기)콕콕콕땡초크림파스타(성공) / PB)더블매콤야채땡초바160g(성공),0.833,0.436,강증거
떠먹는,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
떡,killer,T2,Y,96,0.4401074147997495,0.4604146981449798,0.26,-0.0049,,,killer_불명확(노이즈),유지,맛제일)남도떡갈비삼각(성공) / 맛제일)콘치즈떡갈비김밥(성공) / 떡볶퀸클래식더블토핑떡볶이(성공),0.26,0.183,보류
떡볶이,neutral,,Y,46,0.3031379096134637,0.4819358343112588,,,,,,,,0.152,0.076,
떫은맛,neutral,,Y,6,0.3333405405282974,0.471464189385691,,,,,,,,0.333,0.097,
떼창,neutral,,Y,0,0.5000002235174112,1.1646090914519966,,,,,,,,,,
또띠아,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
똠양꿍,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
뚠뚠햄,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
뚱카롱,neutral,,Y,3,0.6666799386346322,1.8577556735124792,,,,,,,,0.667,0.208,
띠부씰,killer,T1,Y,18,0.6719960402052856,0.5210614778227598,0.722,-0.0052,,,killer_불명확(노이즈),유지,K리그)슛!더비라면(성공) / K리그)슛!비타민워터믹스후르츠340ml(성공) / PB)K리그슛!팅클별매콤달콤60g(성공),0.722,0.491,보류
띠지,neutral,,Y,2,1.0,14.328839910448204,,,,,,,,1.0,0.342,
라거,neutral,,Y,2,0.4999998807907104,1.1646090914519966,,,,,,,,0.5,0.095,
라구,neutral,,Y,6,0.0,-14.416991097998244,,,,,,,,0.0,0.0,
라떼,neutral,,Y,61,0.2003881413578143,0.0775602608495329,,,,,,,,0.246,0.155,
라멘,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
라면,매개,T1,Y,131,0.1899414140185628,0.2951131542078997,0.351,0.0481,,1.0,매개,,K리그)슛!더비라면(성공) / 이스타)도쿠시마라면큰컵(성공) / 오모리김치즈볶음면(성공),0.351,0.275,
라바,neutral,,Y,2,0.5000002980232239,1.1646090914519966,,,,,,,,0.5,0.095,
라벨리,neutral,,Y,4,0.0,-13.857375721062512,,,,,,,,0.0,0.0,
라이스,neutral,,Y,6,0.1666682337720955,-0.4448257521891666,,,,,,,,0.167,0.03,
라이언,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
라이트,killer,T2,Y,7,0.5714256976332411,1.4522928234812424,0.571,0.0825,,,killer_확실,유지,빙그레)부라보바닐라라이트160ml(성공) / 그랜드야쿠르트(실패) / CJ)스팸라이트200G(성공),0.571,0.25,강증거
라임,neutral,,Y,12,0.3333333358168602,-1.4744446761705818,,,,,,,,0.0,0.0,
라즈베리,neutral,,Y,3,0.3333340287208557,0.4714638288865332,,,,,,,,0.333,0.061,
라파우라,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
라페,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
락토프리,neutral,,Y,4,0.2500008344650268,0.0659993601106803,,,,,,,,0.25,0.046,
랍스터,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
랑그드샤,killer,T2,Y,9,0.5555537905957832,1.3877545621599967,0.556,-0.0091,,,killer_불명확(노이즈),유지,스위트)부르봉랑드샤메론16입(실패) / 스위트)부르봉블란츌딸기랑그드샤40g(성공) / 스위트)부르봉랑드샤말차16입(실패),0.556,0.267,보류
랜덤,neutral,,Y,1,1.0,13.635693328387722,,,,,,,,1.0,0.207,
랩,neutral,,Y,6,0.0,-14.262840509504269,,,,,,,,0.0,0.0,
런치,neutral,,Y,2,1.0,14.328839910448204,,,,,,,,1.0,0.342,
레드,neutral,,Y,115,0.2577554198006606,-0.9525700826589264,,,,,,,,0.087,0.048,
레드벨벳,neutral,T2,Y,6,0.6666705658039619,1.8577572922570955,0.667,-0.0137,,,가짜(강등),강등검토(Δ≤0),연세우유레드벨벳생크림빵(성공) / 연세우유레드벨벳생크림떡(성공) / 연세우유레드벨벳롤케익(성공),0.667,0.3,강등
레드불,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
레모나,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
레몬,mine,T1,Y,100,0.1050012238533629,-0.1728924574551034,0.21,-0.0182,,,진짜 악재(Δ<0),,가나디레몬비타워터(성공) / K리그)슛!비타민워터믹스후르츠340ml(성공) / 가나디레몬녹차(성공),0.21,0.142,
레시피,neutral,,Y,2,0.1052612334228948,0.1231578294701412,,,,,,,,0.0,0.0,
레어,neutral,,Y,4,0.2500096559524536,0.0659993601106803,,,,,,,,0.25,0.046,
레옹,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
레이어드,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
레이즈,neutral,,Y,2,1.0,14.328839910448204,,,,,,,,1.0,0.342,
레인보우,neutral,,Y,6,0.3333356082438405,0.471464189385691,,,,,,,,0.333,0.097,
레토르트,neutral,,Y,2,0.5000025182963168,1.1646090914519966,,,,,,,,0.5,0.095,
레트로,neutral,,Y,11,0.26922354546312,0.2773084807974049,,,,,,,,0.0,0.0,
렌치,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
렌틸,neutral,,Y,5,0.2000030010939091,-0.2216823926747915,,,,,,,,0.2,0.036,
로로멜로,neutral,,Y,8,0.375001778826144,0.6537857384795798,,,,,,,,0.375,0.137,
로봇,neutral,,Y,0,0.0,-13.164229499501188,,,,,,,,,,
로스트,neutral,,Y,7,0.142858865005655,-0.6271471811165447,,,,,,,,0.143,0.026,
로스팅,neutral,,Y,5,0.1999997794628143,-0.2216823926747915,,,,,,,,0.2,0.036,
로스팜,neutral,,Y,2,1.0,14.328839910448204,,,,,,,,1.0,0.342,
로아커,neutral,,Y,6,0.0,-14.262840509504269,,,,,,,,0.0,0.0,
로얄,neutral,,Y,2,0.0,-13.164229499501188,,,,,,,,0.0,0.0,
로제,매개,T2,Y,23,0.2608711236845124,0.1231578294701412,0.261,0.0086,,0.83,매개,,떡볶퀸로제더블토핑떡볶이(실패) / CJ)비비고떡볶이로제108g(성공) / MDS)로제햄마카로니콘치즈255g(성공),0.261,0.125,
로즈,neutral,,Y,3,0.0,-13.569693968277042,,,,,,,,0.0,0.0,
로컬,neutral,,Y,0,0.0,-14.262840509504269,,,,,,,,,,
로코모코,neutral,,Y,6,1.0,15.427451800116474,,,,,,,,1.0,0.61,
로투스,neutral,,Y,2,0.500001072883606,1.1646090914519966,,,,,,,,0.5,0.095,
론,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
롤,neutral,,Y,58,0.1551729148767771,0.3661040048275864,,,,,,,,0.31,0.206,
롤케이크,neutral,,Y,7,0.4285737212214809,0.876929097993955,,,,,,,,0.429,0.158,
롯데,neutral,,Y,51,0.254905394953953,0.0919749193100621,,,,,,,,0.255,0.155,
루돌프,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
루이보스,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
리본,neutral,,Y,3,0.2291523504926516,0.7899181500721493,,,,,,,,0.0,0.0,
리북방,neutral,,Y,1,0.0,-12.471084236935726,,,,,,,,0.0,0.0,
