inventory_search_string,search_string_norm,search_count,unique_users,first_search_date,last_search_date
홋카이도,홋카이도,170,63,2025-03-02,2025-05-31
KBO야구콜렉션카드2025,kbo야구콜렉션카드2025,169,10,2025-05-21,2025-05-31
니카,니카,169,125,2025-03-01,2025-05-22
베비치,베비치,169,130,2025-03-04,2025-05-28
레몬,레몬,168,136,2025-03-01,2025-05-31
무뚝뚝,무뚝뚝,168,94,2025-03-05,2025-05-31
꿀밤,꿀밤,167,28,2025-03-11,2025-05-17
아샷추,아샷추,167,94,2025-03-23,2025-05-31
거브너,거브너,167,78,2025-03-01,2025-05-31
육개장,육개장,166,125,2025-03-01,2025-05-31
크리스탈,크리스탈,166,97,2025-03-01,2025-05-31
버터,버터,165,129,2025-03-02,2025-05-30
더커진,더커진,165,57,2025-03-01,2025-05-29
앙리지로,앙리지로,162,78,2025-03-01,2025-05-31
도쿠시마,도쿠시마,162,109,2025-05-26,2025-05-31
11찬,11찬,162,32,2025-03-01,2025-05-31
닭다리,닭다리,161,117,2025-03-01,2025-05-31
부드바르500ml,부드바르500ml,161,56,2025-04-23,2025-05-31
하이네켄,하이네켄,161,63,2025-03-01,2025-05-31
스트롱비어,스트롱비어,160,68,2025-05-13,2025-05-31
카네이션,카네이션,160,80,2025-04-14,2025-05-24
스타벅스,스타벅스,160,90,2025-03-01,2025-05-31
얼음컵,얼음컵,160,123,2025-03-01,2025-05-29
유희왕,유희왕,159,62,2025-03-03,2025-05-31
생스트롱비어,생스트롱비어,159,73,2025-05-13,2025-05-31
우불식당,우불식당,159,71,2025-03-03,2025-05-31
티니핑,티니핑,159,97,2025-03-01,2025-05-31
더단백,더단백,159,86,2025-03-05,2025-05-31
애플망고,애플망고,158,43,2025-03-15,2025-05-29
생수,생수,158,135,2025-03-01,2025-05-31
콘돔,콘돔,158,102,2025-03-01,2025-05-31
삼양,삼양,158,62,2025-03-03,2025-05-31
황치즈,황치즈,158,115,2025-03-02,2025-05-29
생크림,생크림,158,128,2025-03-04,2025-05-30
타이거즈,타이거즈,158,55,2025-03-18,2025-05-26
프레스코발디,프레스코발디,158,62,2025-03-01,2025-05-21
생초코,생초코,158,129,2025-03-01,2025-05-31
생생,생생,157,105,2025-03-01,2025-05-31
알리오,알리오,157,73,2025-03-13,2025-05-31
에이스,에이스,157,83,2025-03-01,2025-05-31
티즐,티즐,157,102,2025-03-07,2025-05-31
누들핏,누들핏,157,98,2025-03-01,2025-05-31
메이지,메이지,156,64,2025-03-01,2025-05-31
조니워커블루,조니워커블루,156,60,2025-03-01,2025-05-31
초코에몽,초코에몽,156,74,2025-03-04,2025-05-31
신세계,신세계,156,53,2025-03-01,2025-05-31
핵아이셔,핵아이셔,155,96,2025-04-01,2025-05-31
아몬드,아몬드,155,109,2025-03-01,2025-05-31
클라우드,클라우드,153,95,2025-03-01,2025-05-31
요구르트,요구르트,153,109,2025-03-01,2025-05-31
나뚜루,나뚜루,152,87,2025-03-01,2025-05-31
프레스코발디 니포짜노,프레스코발디니포짜노,152,65,2025-03-01,2025-05-30
글렌터렛,글렌터렛,151,100,2025-03-04,2025-05-19
봉짬뽕,봉짬뽕,150,66,2025-04-14,2025-05-31
서브미션,서브미션,150,82,2025-03-01,2025-05-31
흰우유,흰우유,150,53,2025-03-01,2025-05-31
바나나우유,바나나우유,149,98,2025-03-01,2025-05-31
아메리카노,아메리카노,149,124,2025-03-01,2025-05-30
바인더북,바인더북,148,38,2025-05-22,2025-05-31
Nc,nc,148,57,2025-03-20,2025-04-15
홀그레인머스타드,홀그레인머스타드,148,33,2025-03-01,2025-05-20
하이클래스,하이클래스,148,4,2025-03-01,2025-05-30
레몬진,레몬진,148,67,2025-03-02,2025-05-30
깡뜨냑,깡뜨냑,147,92,2025-04-24,2025-05-31
카발란,카발란,147,112,2025-03-01,2025-05-30
울진,울진,147,60,2025-03-04,2025-05-31
망고,망고,147,89,2025-03-05,2025-05-31
에그샌드,에그샌드,147,49,2025-03-02,2025-05-31
브라우니,브라우니,146,86,2025-03-01,2025-05-29
감자,감자,146,110,2025-03-01,2025-05-29
너구리,너구리,146,110,2025-03-02,2025-05-31
요즘,요즘,145,63,2025-03-03,2025-05-31
까르보,까르보,145,97,2025-03-01,2025-05-31
유산슬,유산슬,144,90,2025-03-07,2025-05-31
새콤달콤,새콤달콤,144,94,2025-03-01,2025-05-31
소주,소주,144,117,2025-03-01,2025-05-31
요맘때,요맘때,144,58,2025-03-01,2025-05-30
샤또딸보,샤또딸보,143,81,2025-03-01,2025-05-31
세븐카페,세븐카페,143,96,2025-03-04,2025-05-31
생리대,생리대,143,122,2025-03-01,2025-05-31
콜렉션카드2025,콜렉션카드2025,142,8,2025-05-22,2025-05-31
딥앤로우,딥앤로우,142,61,2025-03-01,2025-05-30
배트롤,배트롤,142,61,2025-03-20,2025-05-30
비요뜨,비요뜨,142,87,2025-03-04,2025-05-31
먹태깡,먹태깡,142,72,2025-03-01,2025-05-31
뱀띠,뱀띠,141,56,2025-03-01,2025-05-14
앙리마티스 와인볼,앙리마티스와인볼,140,65,2025-03-01,2025-05-25
오징어,오징어,140,109,2025-03-01,2025-05-31
잭다니엘,잭다니엘,140,110,2025-03-01,2025-05-30
로제,로제,140,106,2025-03-01,2025-05-31
멜론킥,멜론킥,139,109,2025-04-10,2025-05-31
곰발바닥,곰발바닥,139,37,2025-03-15,2025-05-31
달모어,달모어,139,85,2025-03-01,2025-05-30
레세티,레세티,139,97,2025-03-01,2025-05-30
푸나무,푸나무,138,75,2025-03-01,2025-05-31
바리스타,바리스타,138,90,2025-03-03,2025-05-31
네오,네오,138,27,2025-03-08,2025-05-31
아이스티,아이스티,138,99,2025-03-03,2025-05-31
엠즈,엠즈,138,38,2025-03-01,2025-05-30
사케,사케,138,104,2025-03-01,2025-05-30
하늘보리,하늘보리,137,62,2025-03-01,2025-05-31
샤또뽕떼,샤또뽕떼,137,40,2025-04-30,2025-05-24
이달의 와인,이달의와인,137,94,2025-03-01,2025-05-31
KBO 2025,kbo2025,136,20,2025-05-16,2025-05-31
갓비움,갓비움,136,118,2025-03-06,2025-05-30
전자담배,전자담배,135,121,2025-03-01,2025-05-31
KBO야구,kbo야구,135,16,2025-05-21,2025-05-30
한교동,한교동,135,48,2025-03-02,2025-05-30
딱지,딱지,135,19,2025-03-02,2025-05-31
뿌셔뿌셔,뿌셔뿌셔,134,113,2025-03-06,2025-05-30
버지미스터,버지미스터,134,44,2025-03-02,2025-05-30
빈츠,빈츠,134,106,2025-03-07,2025-05-31
박카스,박카스,134,104,2025-03-01,2025-05-31
벨벳글로브,벨벳글로브,133,77,2025-05-23,2025-05-31
자유시간,자유시간,133,98,2025-03-02,2025-05-31
잡곡,잡곡,133,74,2025-03-01,2025-05-26
푸투안,푸투안,132,60,2025-03-25,2025-05-20
쿨립스,쿨립스,132,41,2025-03-01,2025-05-29
카라멜,카라멜,132,99,2025-03-01,2025-05-31
아망추,아망추,132,62,2025-03-08,2025-05-30
KBO 프로야구 콜렉션카드2025,kbo프로야구콜렉션카드2025,132,8,2025-05-22,2025-05-31
참치마요네즈삼각,참치마요네즈삼각,132,49,2025-03-04,2025-05-31
스팸마요,스팸마요,131,51,2025-03-01,2025-05-30
Ssg,ssg,131,57,2025-03-11,2025-05-25
다막,다막,131,74,2025-03-01,2025-05-23
바스켓,바스켓,131,63,2025-03-04,2025-04-30
불닭볶음탕면,불닭볶음탕면,131,74,2025-03-03,2025-05-31
유자크림롤,유자크림롤,131,20,2025-03-17,2025-05-17
1 1,11,131,106,2025-03-02,2025-05-31
블랑드블랑,블랑드블랑,131,49,2025-03-07,2025-05-31
바다,바다,130,83,2025-05-19,2025-05-31
박카스 젤리,박카스젤리,130,47,2025-03-20,2025-05-30
꼬치,꼬치,130,42,2025-03-05,2025-05-31
도쿄,도쿄,130,76,2025-03-01,2025-05-31
샤또 마고,샤또마고,130,32,2025-04-04,2025-05-30
샤또 딸보,샤또딸보,130,62,2025-03-01,2025-05-31
대만식,대만식,129,29,2025-03-05,2025-05-31
켄트,켄트,129,8,2025-03-01,2025-05-31
부리또,부리또,129,67,2025-03-03,2025-05-31
두바이,두바이,129,92,2025-03-01,2025-05-31
콘치즈,콘치즈,128,84,2025-03-02,2025-05-31
투움바,투움바,127,107,2025-03-01,2025-05-31
땅콩,땅콩,127,91,2025-03-01,2025-05-31
치킨난반,치킨난반,126,41,2025-03-01,2025-05-24
트리플c,트리플c,126,76,2025-03-01,2025-05-31
비빔참치,비빔참치,126,27,2025-03-02,2025-05-31
ssg,ssg,125,45,2025-03-19,2025-05-23
오잉,오잉,125,91,2025-03-04,2025-05-31
덮밥,덮밥,125,79,2025-03-03,2025-05-29
미각,미각,124,22,2025-03-03,2025-05-24
기후동행카드,기후동행카드,124,87,2025-03-01,2025-05-31
이비가 짬뽕,이비가짬뽕,124,66,2025-03-02,2025-05-30
브라운,브라운,124,85,2025-04-24,2025-05-31
멘토스,멘토스,123,60,2025-03-03,2025-05-31
이너프,이너프,123,26,2025-03-01,2025-05-21
카니발,카니발,123,104,2025-03-04,2025-05-31
니콜라스뿌이야트,니콜라스뿌이야트,123,50,2025-03-01,2025-04-30
불닭치즈소시지김밥,불닭치즈소시지김밥,123,20,2025-03-02,2025-05-23
스크램블,스크램블,123,36,2025-03-01,2025-05-25
삼겹살,삼겹살,123,47,2025-03-01,2025-05-30
짐빔,짐빔,122,85,2025-03-01,2025-05-31
nc,nc,122,54,2025-03-19,2025-05-19
이비가,이비가,122,81,2025-03-01,2025-05-23
브뤼,브뤼,121,77,2025-03-01,2025-05-31
부드바르,부드바르,121,57,2025-03-07,2025-05-31
발렌타인,발렌타인,121,96,2025-03-01,2025-05-31
페리에,페리에,121,67,2025-03-01,2025-05-29
홈런볼,홈런볼,121,83,2025-03-01,2025-05-31
오리온,오리온,121,81,2025-03-02,2025-05-30
칼국수,칼국수,120,89,2025-03-01,2025-05-27
하림,하림,120,46,2025-03-06,2025-05-29
스팸,스팸,120,51,2025-03-04,2025-05-31
그리지오,그리지오,120,53,2025-03-01,2025-05-22
치킨 햄,치킨햄,120,1,2025-03-01,2025-05-29
디카페인,디카페인,120,86,2025-03-01,2025-05-31
까테나,까테나,120,57,2025-05-23,2025-05-31
장우,장우,120,57,2025-03-01,2025-05-31
위즈,위즈,120,49,2025-03-18,2025-05-24
화이트,화이트,119,99,2025-03-01,2025-05-31
뽕데,뽕데,119,68,2025-04-24,2025-05-29
70주년,70주년,119,57,2025-03-02,2025-05-27
웨하스,웨하스,118,94,2025-03-01,2025-05-31
디저트,디저트,118,85,2025-03-02,2025-05-31
크라시에,크라시에,118,60,2025-03-13,2025-05-31
파워에이드,파워에이드,118,81,2025-03-01,2025-05-31
요시나,요시나,118,51,2025-04-23,2025-05-31
애사비,애사비,117,94,2025-03-01,2025-05-31
글렌알라키,글렌알라키,117,75,2025-03-01,2025-05-30
몽키숄더,몽키숄더,117,70,2025-03-01,2025-05-29
Sf9,sf9,117,23,2025-03-07,2025-04-07
킨더,킨더,117,82,2025-03-01,2025-05-31
와일드 터키,와일드터키,117,53,2025-03-06,2025-05-19
약과,약과,117,87,2025-03-04,2025-05-30
야끼소바,야끼소바,117,64,2025-03-02,2025-05-31
캐리어,캐리어,116,53,2025-03-01,2025-05-23
참치김밥,참치김밥,116,84,2025-03-01,2025-05-29
말벡,말벡,115,87,2025-03-01,2025-05-31
수건,수건,115,69,2025-03-02,2025-05-29
사과,사과,115,93,2025-03-04,2025-05-31
마루짱,마루짱,115,74,2025-03-02,2025-05-31
바닐라라떼,바닐라라떼,114,69,2025-03-01,2025-05-31
새우깡,새우깡,114,94,2025-03-01,2025-05-31
빅또리,빅또리,114,34,2025-03-12,2025-05-26
벨벳,벨벳,114,105,2025-05-23,2025-05-31
앙리마티스 앨런스콧,앙리마티스앨런스콧,114,49,2025-03-05,2025-05-28
블랑,블랑,114,77,2025-03-01,2025-05-24
밀카,밀카,113,79,2025-03-01,2025-05-30
와일드,와일드,113,91,2025-03-01,2025-05-30
포도,포도,113,90,2025-03-01,2025-05-31
마파,마파,113,15,2025-03-01,2025-05-31
2025KBO,2025kbo,113,14,2025-05-22,2025-05-31
스타킹,스타킹,112,50,2025-03-01,2025-05-31
바나나킥,바나나킥,112,85,2025-03-04,2025-05-30
앙리마티스와인볼,앙리마티스와인볼,112,24,2025-03-01,2025-05-30
필라이트,필라이트,112,70,2025-03-01,2025-05-31
BDM,bdm,112,61,2025-03-01,2025-04-22
클룹,클룹,111,73,2025-03-01,2025-05-31
갓성비,갓성비,111,10,2025-03-01,2025-05-31
메비우스,메비우스,111,41,2025-03-02,2025-05-30
깡뜨,깡뜨,110,47,2025-04-25,2025-05-29
나초,나초,110,92,2025-03-01,2025-05-31
2025kbo,2025kbo,110,16,2025-05-22,2025-05-31
산타리타,산타리타,110,47,2025-03-01,2025-05-30
핫바,핫바,110,89,2025-03-02,2025-05-29
타이레놀,타이레놀,110,94,2025-03-02,2025-05-31
다이노스,다이노스,110,45,2025-03-18,2025-05-14
샤또도작,샤또도작,110,43,2025-05-01,2025-05-31
햄말이,햄말이,109,44,2025-03-02,2025-05-31
쫀득쿠키,쫀득쿠키,109,56,2025-03-01,2025-05-31
우유크림,우유크림,109,41,2025-03-06,2025-05-31
배트,배트,109,49,2025-03-20,2025-05-31
매콤점보넓적다리,매콤점보넓적다리,109,3,2025-05-01,2025-05-29
스웨디시,스웨디시,109,81,2025-03-02,2025-05-31
블루,블루,109,100,2025-03-01,2025-05-31
점보,점보,109,62,2025-03-02,2025-05-31
푸룬,푸룬,108,97,2025-03-01,2025-05-30
초코롤,초코롤,108,63,2025-03-04,2025-05-30
빙그레,빙그레,108,56,2025-03-02,2025-05-31
오레오,오레오,108,87,2025-03-01,2025-05-31
오하이요,오하이요,108,11,2025-03-06,2025-05-31
크러쉬,크러쉬,107,39,2025-03-01,2025-05-30
몽쉘,몽쉘,107,56,2025-03-01,2025-05-31
콕콕콕,콕콕콕,107,96,2025-03-01,2025-05-31
쿨러백,쿨러백,107,61,2025-04-30,2025-05-30
액티비아,액티비아,107,64,2025-03-05,2025-05-27
kbo 카드,kbo카드,107,36,2025-05-21,2025-05-31
삼성라이온즈,삼성라이온즈,107,28,2025-03-17,2025-05-26
닭가슴살스테이크,닭가슴살스테이크,107,40,2025-03-01,2025-04-15
소이조이,소이조이,107,76,2025-03-03,2025-05-30
알렉스,알렉스,106,53,2025-03-01,2025-05-30
트롤리,트롤리,106,83,2025-03-02,2025-05-31
2025 kbo,2025kbo,106,9,2025-05-20,2025-05-31
모스카토,모스카토,106,81,2025-03-01,2025-05-31
이즐,이즐,106,48,2025-03-01,2025-05-30
샤베트,샤베트,106,41,2025-03-01,2025-05-31
맛장우맛자랑,맛장우맛자랑,106,30,2025-04-01,2025-05-27
폼폼푸린,폼폼푸린,106,38,2025-03-04,2025-05-29
올리비에르,올리비에르,106,54,2025-03-01,2025-05-30
복숭아,복숭아,106,74,2025-03-01,2025-05-31
부산,부산,105,73,2025-03-02,2025-05-31
치토스,치토스,105,62,2025-03-03,2025-05-31
탄산수,탄산수,105,99,2025-03-01,2025-05-31
글렌,글렌,105,88,2025-03-02,2025-05-29
쿵야,쿵야,105,40,2025-03-04,2025-05-27
브륄레,브륄레,105,64,2025-03-01,2025-05-31
양주,양주,105,84,2025-03-01,2025-05-30
아몬드브리즈,아몬드브리즈,105,89,2025-03-01,2025-05-29
밀키스,밀키스,105,59,2025-03-01,2025-05-31
해태,해태,104,61,2025-03-04,2025-05-24
리콜라,리콜라,104,56,2025-03-02,2025-05-31
페양구,페양구,104,48,2025-03-01,2025-05-31
39저당,39저당,104,11,2025-03-02,2025-05-31
말보로,말보로,103,68,2025-03-02,2025-05-29
고흥,고흥,103,3,2025-03-26,2025-05-31
진비빔면,진비빔면,103,47,2025-03-02,2025-05-24
하이트,하이트,103,68,2025-03-01,2025-05-28
빙수,빙수,103,53,2025-03-01,2025-05-31
Lg,lg,103,53,2025-03-19,2025-05-25
스톤베이,스톤베이,103,75,2025-03-01,2025-05-30
샤또 라그랑주,샤또라그랑주,103,26,2025-05-01,2025-05-31
요거톡,요거톡,103,65,2025-03-05,2025-05-30
소보로,소보로,103,68,2025-03-13,2025-05-31
부나하벤,부나하벤,103,71,2025-03-01,2025-05-31
마이구미,마이구미,103,60,2025-03-02,2025-05-31
홈런,홈런,103,57,2025-03-20,2025-05-29
바닐라,바닐라,102,78,2025-03-02,2025-05-31
화요 청룡,화요청룡,102,45,2025-03-01,2025-05-31
논알콜,논알콜,102,78,2025-03-02,2025-05-31
키티,키티,101,49,2025-03-01,2025-05-27
라떼,라떼,101,75,2025-03-01,2025-05-31
뻥이요,뻥이요,101,74,2025-03-01,2025-05-31
진로,진로,101,57,2025-03-01,2025-05-30
바움쿠헨,바움쿠헨,101,34,2025-04-11,2025-05-31
뮤츠,뮤츠,100,10,2025-03-04,2025-05-26
나라,나라,100,62,2025-03-04,2025-05-31
대게,대게,100,72,2025-03-02,2025-05-30
잡곡밥,잡곡밥,100,41,2025-03-01,2025-04-16
담배,담배,99,87,2025-03-01,2025-05-31
츄러스,츄러스,99,44,2025-03-01,2025-05-31
삿포로,삿포로,99,49,2025-03-01,2025-05-31
샤토,샤토,99,75,2025-04-08,2025-05-31
샤스 스플린,샤스스플린,99,39,2025-04-06,2025-05-31
닛신,닛신,99,79,2025-03-01,2025-05-31
체스터쿵,체스터쿵,99,29,2025-05-07,2025-05-31
스파게티큰컵,스파게티큰컵,99,46,2025-03-07,2025-05-31
아이셔츄,아이셔츄,99,63,2025-03-11,2025-05-28
샤또뽕,샤또뽕,99,25,2025-04-25,2025-05-26
셔벗,셔벗,99,44,2025-03-06,2025-05-29
치킨마요,치킨마요,98,42,2025-03-01,2025-05-22
알렉스감발,알렉스감발,98,44,2025-03-01,2025-05-31
찰옥수수,찰옥수수,98,44,2025-03-01,2025-05-31
닭갈비,닭갈비,98,40,2025-03-04,2025-05-31
오하요저지우유푸딩,오하요저지우유푸딩,98,27,2025-03-02,2025-05-30
페레로,페레로,98,76,2025-03-01,2025-05-31
컬렉션,컬렉션,97,36,2025-04-26,2025-05-31
말이,말이,97,51,2025-03-02,2025-05-29
11겹,11겹,97,17,2025-03-01,2025-05-31
생스트롱,생스트롱,97,70,2025-05-13,2025-05-31
팔도,팔도,97,46,2025-03-09,2025-05-31
울트라,울트라,97,63,2025-03-21,2025-05-27
렌틸콩유부초밥,렌틸콩유부초밥,96,21,2025-03-01,2025-04-14
로켓단,로켓단,96,41,2025-03-01,2025-05-31
히츠,히츠,96,15,2025-03-02,2025-05-31
킨더조이,킨더조이,96,80,2025-03-01,2025-05-31
스니커즈,스니커즈,96,64,2025-03-02,2025-05-30
토스트,토스트,96,48,2025-03-01,2025-05-31
칭따오,칭따오,96,59,2025-03-02,2025-05-31
케이준,케이준,96,21,2025-03-03,2025-05-30
하이디라오,하이디라오,96,54,2025-03-01,2025-05-30
초코송이,초코송이,95,72,2025-03-02,2025-05-31
드보 밀레짐,드보밀레짐,95,72,2025-03-05,2025-05-29
소시지,소시지,95,74,2025-03-01,2025-05-29
점보닭다리,점보닭다리,95,18,2025-03-28,2025-05-31
참치김치,참치김치,95,25,2025-03-04,2025-05-31
토닉워터,토닉워터,95,79,2025-03-01,2025-05-31
짜장,짜장,95,83,2025-03-06,2025-05-29
딸기우유,딸기우유,94,43,2025-03-04,2025-05-30
크런키,크런키,94,64,2025-03-04,2025-05-30
트윈스,트윈스,94,50,2025-03-17,2025-05-24
드노정,드노정,94,35,2025-03-01,2025-05-31
레드와인,레드와인,94,81,2025-03-01,2025-05-28
킷캣,킷캣,94,63,2025-03-02,2025-05-31
촉촉한,촉촉한,94,40,2025-03-08,2025-05-31
이글스,이글스,94,36,2025-03-18,2025-05-20
코카콜라,코카콜라,93,64,2025-03-01,2025-05-29
콤부차,콤부차,93,37,2025-03-07,2025-05-31
코피코,코피코,93,49,2025-03-02,2025-05-31
부라보,부라보,93,52,2025-03-10,2025-05-31
과일,과일,93,82,2025-03-01,2025-05-31
코코제로,코코제로,93,46,2025-03-01,2025-05-31
엔제이,엔제이,93,40,2025-03-02,2025-05-31
투게더,투게더,92,79,2025-03-02,2025-05-31
아이스,아이스,92,67,2025-03-01,2025-05-31
게코,게코,92,71,2025-03-02,2025-05-30
화요53,화요53,92,42,2025-03-01,2025-05-25
트윅스,트윅스,92,59,2025-03-05,2025-05-31
자몽,자몽,92,72,2025-03-03,2025-05-31
퐁떼,퐁떼,92,74,2025-04-30,2025-05-19
매콤,매콤,91,47,2025-03-01,2025-05-30
양파,양파,91,74,2025-03-01,2025-05-30
무알콜,무알콜,91,63,2025-03-01,2025-05-31
썬더,썬더,91,50,2025-03-01,2025-05-29
오하요푸딩,오하요푸딩,91,20,2025-03-01,2025-05-30
맛징우,맛징우,91,6,2025-03-01,2025-05-30
명란,명란,91,62,2025-03-01,2025-05-29
오예스,오예스,91,72,2025-03-01,2025-05-31
아르헨티노,아르헨티노,90,64,2025-05-23,2025-05-31
육각,육각,90,40,2025-04-21,2025-05-31
쌍둥이,쌍둥이,90,45,2025-03-04,2025-05-24
다래,다래,90,60,2025-03-13,2025-05-27
라가불린,라가불린,90,54,2025-03-04,2025-05-31
463,463,89,44,2025-05-01,2025-05-25
크림브륄레,크림브륄레,89,67,2025-03-01,2025-05-29
롯데 자이언츠,롯데자이언츠,89,29,2025-03-20,2025-05-31
에쎄,에쎄,88,49,2025-03-01,2025-05-31
파스키에,파스키에,88,29,2025-03-01,2025-05-31
이천쌀,이천쌀,88,1,2025-04-08,2025-04-24
더미식,더미식,88,49,2025-03-04,2025-05-31
샤또 뽕,샤또뽕,88,19,2025-04-30,2025-05-31
마켓오,마켓오,88,65,2025-03-01,2025-05-31
파이,파이,87,58,2025-03-01,2025-05-31
젤리소다,젤리소다,87,69,2025-03-01,2025-05-31
제스트,제스트,87,28,2025-03-02,2025-05-31
키위,키위,87,46,2025-03-06,2025-05-30
생크림빵,생크림빵,87,32,2025-03-02,2025-05-30
옥수수깡걸리,옥수수깡걸리,87,30,2025-03-04,2025-05-30
파스퇴르,파스퇴르,87,42,2025-03-03,2025-05-31
종량제봉투,종량제봉투,87,56,2025-03-01,2025-05-31
매일,매일,86,67,2025-03-03,2025-05-31
사운드큐브,사운드큐브,86,46,2025-03-01,2025-05-26
단백질바,단백질바,86,58,2025-03-02,2025-05-31
크러시,크러시,86,37,2025-03-01,2025-05-30
